Year,Engine_Size,Mileage,Fuel_Type,Transmission,Price
2013,2.2,196832,Electric,Automatic,9763
2023,4.3,49540,Petrol,Semi-Automatic,14309
2014,2.2,47950,Electric,Automatic,13041
2014,4.0,237177,Petrol,Semi-Automatic,7556
2011,4.9,285572,Petrol,Semi-Automatic,6588
2017,3.6,263823,Petrol,Semi-Automatic,7523
2020,2.3,134572,Petrol,Automatic,11208
2019,3.7,234754,Electric,Manual,10804
2019,3.2,248880,Electric,Manual,10022
2010,1.6,36425,Petrol,Manual,7971
2001,4.2,189692,Electric,Semi-Automatic,6806
2001,4.8,107723,Electric,Semi-Automatic,9045
2023,3.4,177464,Petrol,Manual,10850
2011,2.8,104757,Petrol,Manual,8104
2017,2.6,108462,Electric,Automatic,13130
2022,3.1,28342,Hybrid,Automatic,15733
2016,2.8,218978,Hybrid,Automatic,9820
2018,3.9,216924,Electric,Manual,11061
2014,2.8,136710,Electric,Semi-Automatic,10365
2001,4.1,187046,Petrol,Manual,4759
2005,2.7,45510,Hybrid,Automatic,9889
2003,1.4,267644,Diesel,Automatic,2547
2002,4.8,248863,Diesel,Automatic,6022
2022,1.6,112224,Petrol,Automatic,11555
2012,4.1,269110,Hybrid,Semi-Automatic,7417
2006,1.1,71600,Hybrid,Automatic,8068
2020,2.3,167084,Electric,Manual,11058
2018,3.0,209783,Hybrid,Manual,9304
2000,2.4,122782,Electric,Automatic,7544
2018,3.5,44918,Electric,Manual,14101
2011,3.3,59350,Hybrid,Semi-Automatic,10513
2005,4.4,124854,Petrol,Automatic,9002
2002,1.7,129658,Hybrid,Manual,4806
2017,5.0,174286,Electric,Semi-Automatic,12714
2009,4.5,119948,Petrol,Automatic,10401
2000,3.8,63543,Petrol,Semi-Automatic,6629
2005,3.9,123959,Diesel,Semi-Automatic,7020
2020,1.7,119413,Diesel,Automatic,10911
2002,4.6,28405,Electric,Automatic,12231
2010,3.8,19071,Diesel,Automatic,12018
2017,1.8,96482,Petrol,Semi-Automatic,9070
2015,2.3,207427,Electric,Semi-Automatic,8751
2012,2.6,291400,Petrol,Semi-Automatic,4472
2023,2.1,41573,Petrol,Automatic,13768
2003,3.3,100141,Hybrid,Automatic,8797
2012,1.4,128584,Diesel,Semi-Automatic,6528
2003,4.9,299066,Diesel,Automatic,5418
2004,1.2,141943,Diesel,Automatic,5161
2015,4.2,263711,Petrol,Automatic,9025
2010,3.4,281978,Hybrid,Automatic,7360
2002,1.7,214459,Electric,Manual,4110
2002,1.8,159351,Electric,Manual,5312
2000,2.8,280108,Petrol,Manual,2000
2011,2.8,178509,Hybrid,Manual,7629
2004,4.0,17140,Petrol,Manual,8957
2017,2.6,280103,Petrol,Automatic,7697
2012,4.1,97971,Hybrid,Automatic,12340
2010,4.6,226022,Electric,Automatic,10679
2004,2.6,88330,Petrol,Automatic,7633
2012,4.7,251019,Electric,Semi-Automatic,9379
2021,1.4,115527,Hybrid,Manual,10489
2020,4.1,65158,Hybrid,Automatic,15396
2011,4.6,136182,Petrol,Semi-Automatic,9276
2018,3.3,171346,Hybrid,Manual,10373
2011,3.9,31189,Petrol,Automatic,12176
2019,3.6,98479,Diesel,Manual,11430
2010,1.2,214493,Electric,Automatic,7510
2023,5.0,238324,Petrol,Manual,11233
2000,3.3,194043,Diesel,Manual,3519
2022,4.6,226584,Hybrid,Semi-Automatic,11768
2017,2.6,233248,Hybrid,Automatic,9635
2007,3.7,213520,Electric,Automatic,9129
2019,1.4,280967,Diesel,Automatic,7080
2006,2.7,51538,Hybrid,Manual,8569
2001,4.9,70195,Petrol,Manual,7896
2015,4.4,139468,Hybrid,Semi-Automatic,11210
2005,3.1,42542,Hybrid,Semi-Automatic,8849
2020,2.3,192030,Hybrid,Semi-Automatic,9559
2023,3.4,19096,Hybrid,Semi-Automatic,15018
2002,4.7,273477,Diesel,Semi-Automatic,3930
2012,1.7,18936,Diesel,Semi-Automatic,9021
2009,2.3,182780,Petrol,Manual,5444
2019,4.6,141392,Diesel,Automatic,13072
2009,3.1,65564,Petrol,Manual,8588
2017,1.6,125535,Electric,Semi-Automatic,10289
2004,3.0,215571,Electric,Manual,5988
2021,3.9,217374,Diesel,Automatic,11452
2004,4.0,173201,Hybrid,Automatic,8335
2019,3.2,158300,Diesel,Manual,9834
2022,4.8,117267,Hybrid,Semi-Automatic,14154
2014,2.0,181881,Petrol,Automatic,8162
2017,1.6,46400,Electric,Semi-Automatic,11872
2005,4.2,125377,Petrol,Manual,7292
2018,5.0,142084,Diesel,Manual,11658
2014,1.7,95579,Petrol,Manual,8088
2002,4.3,275483,Diesel,Manual,3490
2004,3.7,68962,Diesel,Automatic,9120
2010,3.1,265548,Hybrid,Semi-Automatic,5889
2015,4.0,161451,Hybrid,Semi-Automatic,10370
2014,1.4,173573,Electric,Semi-Automatic,8228
2020,1.6,258410,Petrol,Automatic,8031
2018,2.2,68474,Electric,Manual,12330
2003,2.2,278555,Electric,Manual,3628
2012,2.7,113357,Electric,Semi-Automatic,10132
2022,1.2,118189,Petrol,Semi-Automatic,9536
2005,3.0,52129,Electric,Automatic,11057
2020,1.3,1213,Petrol,Automatic,12875
2007,4.9,193478,Hybrid,Semi-Automatic,8230
2007,2.9,109544,Diesel,Manual,6909
2022,4.6,145259,Diesel,Manual,12394
2022,1.3,86670,Diesel,Semi-Automatic,10266
2022,3.8,90870,Electric,Manual,14682
2010,2.4,88040,Electric,Semi-Automatic,9739
2007,3.0,272439,Electric,Manual,5751
2018,4.6,193942,Diesel,Manual,10221
2006,2.6,286546,Petrol,Automatic,4269
2008,4.5,140691,Hybrid,Automatic,10686
2023,2.7,151802,Diesel,Semi-Automatic,10663
2012,3.3,47107,Hybrid,Semi-Automatic,11057
2015,2.9,116244,Diesel,Semi-Automatic,9175
2013,1.7,248675,Electric,Semi-Automatic,6726
2023,3.6,206061,Hybrid,Manual,11478
2003,3.7,248288,Hybrid,Semi-Automatic,4734
2020,2.8,200179,Hybrid,Semi-Automatic,9896
2001,2.8,124896,Hybrid,Automatic,7202
2011,4.4,34683,Hybrid,Semi-Automatic,12106
2008,4.6,211540,Petrol,Automatic,8369
2020,4.3,245144,Petrol,Semi-Automatic,9497
2006,2.6,126424,Electric,Semi-Automatic,7971
2016,1.2,80455,Hybrid,Manual,9490
2020,1.1,231642,Electric,Manual,8567
2004,3.4,93978,Electric,Automatic,10320
2005,1.5,217997,Petrol,Manual,2740
2012,1.8,74195,Hybrid,Manual,9016
2012,3.1,211305,Electric,Automatic,10073
2018,2.0,5196,Petrol,Manual,11396
2016,4.4,181485,Hybrid,Semi-Automatic,10670
2019,4.0,238714,Hybrid,Manual,10025
2012,3.9,22645,Diesel,Manual,11147
2012,1.3,89321,Petrol,Automatic,8713
2014,3.8,174202,Hybrid,Automatic,11115
2023,1.0,131850,Electric,Automatic,12863
2002,1.8,236758,Electric,Semi-Automatic,3764
2014,2.5,172033,Diesel,Automatic,8859
2014,3.1,115640,Electric,Automatic,12587
2013,3.8,286873,Diesel,Semi-Automatic,6062
2016,3.8,276633,Electric,Semi-Automatic,9167
2016,1.7,104572,Hybrid,Manual,9508
2007,1.8,294977,Hybrid,Semi-Automatic,3100
2019,1.2,241090,Petrol,Automatic,7678
2018,4.4,36711,Diesel,Manual,13165
2010,2.9,249910,Electric,Manual,7001
2015,3.1,257380,Petrol,Manual,6552
2000,1.4,69339,Diesel,Automatic,5613
2007,1.7,266758,Diesel,Automatic,4064
2008,3.9,217728,Hybrid,Automatic,8545
2019,4.0,110440,Electric,Semi-Automatic,13591
2023,1.5,253722,Diesel,Automatic,8925
2006,4.6,84861,Diesel,Automatic,10302
2002,2.7,293857,Diesel,Automatic,3022
2019,1.1,159120,Petrol,Automatic,9217
2012,4.7,1565,Diesel,Semi-Automatic,12368
2012,3.3,156438,Electric,Semi-Automatic,9871
2020,3.1,156278,Hybrid,Automatic,12574
2022,2.3,137767,Electric,Automatic,13744
2015,3.3,160346,Electric,Semi-Automatic,10693
2021,1.5,52952,Petrol,Automatic,12340
2023,2.9,46588,Petrol,Manual,12968
2022,4.2,51622,Diesel,Automatic,15367
2017,3.9,106704,Electric,Semi-Automatic,12965
2011,1.1,78434,Hybrid,Semi-Automatic,7931
2006,3.9,239992,Hybrid,Semi-Automatic,6000
2017,2.6,122433,Diesel,Manual,9351
2005,2.0,2587,Diesel,Manual,7548
2005,4.4,38437,Electric,Manual,11231
2014,4.1,102784,Petrol,Semi-Automatic,10344
2006,2.9,195789,Diesel,Automatic,6384
2016,4.2,99794,Diesel,Manual,11104
2013,1.5,143174,Diesel,Semi-Automatic,6636
2014,4.1,30639,Diesel,Automatic,13287
2011,2.3,132009,Electric,Automatic,10559
2011,3.5,155375,Electric,Manual,9792
2004,3.6,189756,Petrol,Automatic,6604
2010,3.9,149067,Diesel,Semi-Automatic,8018
2021,1.7,250370,Diesel,Manual,7092
2021,1.4,279321,Hybrid,Automatic,8713
2010,3.3,189540,Electric,Manual,8609
2006,1.6,102680,Hybrid,Semi-Automatic,6446
2015,3.7,215906,Petrol,Automatic,9481
2002,1.7,116977,Diesel,Manual,4060
2012,4.7,159236,Hybrid,Manual,10215
2021,2.4,94705,Diesel,Manual,10905
2018,2.3,245073,Electric,Semi-Automatic,8898
2020,2.5,188803,Diesel,Automatic,10323
2001,1.2,219120,Petrol,Semi-Automatic,2000
2002,2.2,23277,Hybrid,Manual,7434
2017,1.1,9177,Hybrid,Automatic,12616
2005,4.9,133103,Diesel,Manual,7837
2006,1.4,142293,Petrol,Manual,4454
2018,2.9,107147,Petrol,Automatic,11757
2000,4.4,21303,Diesel,Manual,8073
2020,4.6,132791,Petrol,Semi-Automatic,12044
2003,3.8,192356,Electric,Manual,6952
2004,4.8,123019,Hybrid,Manual,8639
2017,1.3,132831,Hybrid,Manual,8843
2010,1.2,168167,Petrol,Semi-Automatic,4936
2008,3.5,73222,Petrol,Semi-Automatic,8535
2013,3.5,288094,Hybrid,Semi-Automatic,6738
2001,2.4,213779,Diesel,Semi-Automatic,2524
2015,4.3,115707,Hybrid,Semi-Automatic,11585
2013,2.6,147066,Electric,Semi-Automatic,9658
2020,3.3,107566,Diesel,Semi-Automatic,11248
2006,3.5,154437,Petrol,Manual,6311
2018,1.9,234775,Petrol,Manual,6704
2013,4.7,205900,Diesel,Automatic,10082
2000,4.8,269373,Electric,Semi-Automatic,5512
2002,3.9,204351,Diesel,Automatic,6012
2000,2.2,164580,Hybrid,Semi-Automatic,4008
2016,3.1,181002,Hybrid,Manual,9379
2020,1.4,94143,Petrol,Manual,9617
2012,2.2,152845,Diesel,Semi-Automatic,6843
2016,3.7,258070,Petrol,Manual,7438
2023,4.6,84915,Petrol,Manual,13901
2006,1.4,242946,Hybrid,Manual,3441
2002,4.0,292289,Electric,Automatic,6354
2020,3.5,226627,Hybrid,Automatic,11567
2020,2.3,13991,Diesel,Manual,12120
2011,2.1,81075,Diesel,Semi-Automatic,7878
2003,2.9,243002,Petrol,Manual,3039
2006,4.6,1828,Petrol,Manual,10463
2018,3.5,220377,Electric,Automatic,12092
2013,3.6,168817,Diesel,Manual,8223
2022,3.0,275218,Electric,Manual,10195
2019,4.3,122264,Hybrid,Automatic,14154
2002,4.1,252722,Electric,Semi-Automatic,5745
2022,1.8,35772,Petrol,Semi-Automatic,11784
2012,3.5,31683,Diesel,Semi-Automatic,10566
2015,4.6,75917,Electric,Automatic,15181
2015,2.4,295350,Diesel,Automatic,6593
2013,2.1,31523,Electric,Manual,11469
2019,1.3,105616,Petrol,Manual,8987
2016,2.0,282282,Petrol,Manual,5254
2009,4.1,195365,Diesel,Automatic,8492
2023,3.2,199087,Petrol,Automatic,11718
2006,4.3,12893,Petrol,Automatic,11442
2020,2.1,32116,Petrol,Manual,11557
2004,2.9,33860,Electric,Automatic,11022
2011,1.1,108748,Hybrid,Semi-Automatic,7325
2023,3.6,50457,Diesel,Automatic,15090
2013,3.0,74605,Petrol,Manual,9507
2001,1.3,38154,Electric,Automatic,8436
2019,4.7,142336,Diesel,Manual,11653
2015,1.7,34257,Petrol,Automatic,11114
2023,1.9,254344,Hybrid,Automatic,10313
2011,4.7,175723,Hybrid,Manual,9585
2006,4.1,114178,Hybrid,Semi-Automatic,8716
2022,4.4,140127,Petrol,Manual,12297
2008,1.3,223511,Hybrid,Manual,4329
2007,3.6,270713,Petrol,Semi-Automatic,4385
2013,2.1,272064,Hybrid,Automatic,7158
2018,3.6,20269,Electric,Manual,14694
2012,3.8,9334,Electric,Semi-Automatic,13313
2006,4.6,229372,Petrol,Semi-Automatic,5912
2007,3.9,168409,Hybrid,Semi-Automatic,7731
2023,3.2,185737,Electric,Manual,12485
2019,2.3,294137,Electric,Manual,8217
2019,1.3,110457,Hybrid,Semi-Automatic,9890
2013,1.3,293472,Electric,Manual,5430
2015,2.4,183600,Diesel,Semi-Automatic,7328
2001,4.2,165301,Diesel,Semi-Automatic,5293
2019,4.2,143752,Electric,Manual,13124
2007,4.7,134772,Electric,Semi-Automatic,10204
2022,2.5,109284,Electric,Automatic,14514
2015,1.6,209035,Hybrid,Manual,7019
2014,5.0,25556,Electric,Manual,14788
2006,2.6,243874,Diesel,Semi-Automatic,3622
2016,4.4,265121,Diesel,Semi-Automatic,7997
2002,4.2,234547,Diesel,Manual,4209
2021,3.1,159076,Electric,Automatic,13818
2000,3.2,182989,Electric,Semi-Automatic,5640
2013,3.7,123113,Hybrid,Manual,10237
2008,2.2,100395,Diesel,Automatic,8192
2015,1.5,203048,Electric,Manual,8039
2000,1.8,35261,Petrol,Automatic,6694
2001,3.3,67635,Diesel,Semi-Automatic,6347
2010,3.1,180328,Electric,Automatic,10093
2014,3.6,45675,Diesel,Semi-Automatic,10986
2009,3.8,29401,Electric,Manual,12011
2004,2.8,77212,Hybrid,Manual,7555
2017,2.2,75720,Diesel,Manual,9885
2007,3.1,71671,Hybrid,Semi-Automatic,8866
2008,3.5,78887,Electric,Manual,10422
2009,1.2,192340,Electric,Semi-Automatic,6153
2018,4.1,152256,Electric,Automatic,14054
2009,2.3,74681,Hybrid,Automatic,10106
2005,4.3,185991,Diesel,Manual,6180
2001,1.9,44251,Electric,Automatic,8914
2016,3.7,47895,Hybrid,Manual,12642
2019,2.7,259113,Diesel,Automatic,8817
2020,3.7,32555,Diesel,Semi-Automatic,13148
2016,2.4,67824,Petrol,Semi-Automatic,9943
2023,3.2,164751,Diesel,Manual,10904
2018,2.6,237726,Diesel,Semi-Automatic,7345
2012,1.5,52702,Diesel,Manual,8145
2019,2.6,45977,Electric,Automatic,14980
2020,4.2,178945,Diesel,Manual,10721
2005,1.9,171558,Hybrid,Automatic,6568
2020,4.5,252022,Petrol,Automatic,11059
2013,1.6,127245,Diesel,Automatic,8555
2004,3.0,15859,Petrol,Manual,7982
2000,1.3,153775,Petrol,Semi-Automatic,2324
2004,2.5,141571,Petrol,Automatic,6468
2009,2.0,133496,Petrol,Semi-Automatic,6130
2019,1.0,86948,Diesel,Automatic,10561
2017,4.0,130322,Petrol,Semi-Automatic,10593
2005,1.2,35966,Petrol,Manual,6080
2009,1.5,87042,Electric,Manual,8559
2015,1.1,191414,Petrol,Manual,5871
2016,3.5,22926,Hybrid,Automatic,14441
2005,4.6,215539,Hybrid,Semi-Automatic,6889
2023,2.9,102120,Electric,Automatic,15357
2014,3.5,104158,Petrol,Automatic,11216
2023,1.0,125565,Hybrid,Manual,10488
2020,2.6,115468,Hybrid,Manual,11390
2009,4.3,272444,Diesel,Manual,5651
2017,4.9,80026,Hybrid,Manual,13499
2015,4.5,296388,Hybrid,Semi-Automatic,8172
2018,2.1,42708,Hybrid,Automatic,13245
2021,3.6,195923,Hybrid,Automatic,12581
2015,1.1,139145,Diesel,Semi-Automatic,6917
2023,4.1,151476,Hybrid,Automatic,14570
2012,1.5,21286,Electric,Automatic,12274
2010,1.9,43830,Hybrid,Manual,9123
2020,2.3,199111,Hybrid,Automatic,10917
2018,3.1,277051,Hybrid,Automatic,9558
2015,4.9,34163,Hybrid,Manual,13816
2020,3.4,18840,Diesel,Manual,13123
2009,1.7,176497,Petrol,Manual,4970
2022,1.6,173372,Petrol,Manual,8832
2013,2.2,189275,Petrol,Semi-Automatic,6414
2017,2.1,186020,Electric,Semi-Automatic,9579
2002,4.3,67800,Electric,Semi-Automatic,9644
2020,4.7,246105,Diesel,Semi-Automatic,9877
2001,2.4,74584,Electric,Automatic,8808
2009,2.6,22008,Diesel,Semi-Automatic,8959
2016,2.4,113841,Hybrid,Semi-Automatic,10023
2022,4.0,220438,Petrol,Automatic,11791
2001,1.6,17635,Petrol,Semi-Automatic,5647
2011,1.7,192210,Hybrid,Semi-Automatic,6255
2012,1.1,229045,Diesel,Manual,4219
2012,4.5,212772,Petrol,Manual,7944
2005,2.0,16802,Hybrid,Manual,8263
2007,2.9,230715,Diesel,Semi-Automatic,4485
2019,3.3,243809,Petrol,Semi-Automatic,8223
2023,3.6,239634,Petrol,Semi-Automatic,9807
2002,1.5,193396,Diesel,Automatic,3832
2004,1.3,32171,Electric,Semi-Automatic,7956
2009,1.0,5854,Petrol,Semi-Automatic,7682
2004,1.2,112247,Hybrid,Semi-Automatic,5255
2005,2.9,245873,Hybrid,Semi-Automatic,4582
2015,3.7,285532,Electric,Manual,8589
2011,2.8,286407,Electric,Manual,6471
2007,4.3,244059,Electric,Semi-Automatic,7618
2012,3.6,23912,Electric,Semi-Automatic,12821
2004,1.4,197380,Diesel,Automatic,4252
2015,4.8,89572,Electric,Automatic,15108
2014,2.1,68443,Diesel,Automatic,10531
2015,3.6,135336,Petrol,Automatic,10993
2013,3.9,296964,Electric,Semi-Automatic,7960
2002,4.6,211939,Petrol,Manual,5061
2016,2.6,52223,Hybrid,Manual,11455
2022,1.8,52377,Diesel,Automatic,12952
2003,1.6,191705,Hybrid,Automatic,5265
2017,3.5,254631,Petrol,Automatic,9107
2009,2.3,106773,Hybrid,Semi-Automatic,7964
2001,1.4,252576,Hybrid,Manual,2000
2022,3.0,96622,Diesel,Manual,11767
2022,1.1,207352,Electric,Manual,9652
2023,4.9,160297,Hybrid,Automatic,15194
2016,2.4,165104,Electric,Semi-Automatic,9997
2020,4.1,68269,Electric,Automatic,16334
2012,4.9,21795,Electric,Manual,14164
2020,1.8,207306,Hybrid,Semi-Automatic,8753
2020,3.9,44392,Electric,Semi-Automatic,15112
2015,3.0,60169,Diesel,Manual,10396
2005,4.4,26960,Petrol,Manual,9460
2023,4.5,65889,Diesel,Automatic,15682
2006,1.2,169281,Electric,Semi-Automatic,5714
2014,2.3,45361,Hybrid,Semi-Automatic,10692
2006,4.7,238219,Diesel,Manual,5835
2004,3.3,255971,Diesel,Automatic,4980
2008,3.9,69232,Petrol,Manual,9015
2004,2.0,204272,Hybrid,Automatic,5714
2004,2.2,190504,Electric,Automatic,7189
2023,2.4,165233,Diesel,Manual,10095
2020,1.8,28207,Hybrid,Automatic,13835
2015,2.0,46948,Diesel,Manual,9661
2000,3.5,169471,Hybrid,Automatic,6710
2006,1.7,11898,Electric,Semi-Automatic,9362
2016,1.9,195310,Electric,Manual,8893
2005,3.9,106697,Electric,Automatic,10866
2003,1.6,84040,Petrol,Semi-Automatic,4919
2016,2.2,282955,Diesel,Manual,5440
2006,4.3,28584,Hybrid,Semi-Automatic,10628
2010,1.4,175448,Hybrid,Automatic,7491
2002,2.1,170511,Diesel,Manual,3389
2018,2.4,224572,Petrol,Automatic,8908
2009,3.5,2178,Electric,Manual,12256
2003,3.6,183050,Electric,Automatic,8439
2014,4.7,74835,Electric,Semi-Automatic,13503
2010,2.4,53775,Hybrid,Automatic,10924
2009,3.1,287293,Diesel,Automatic,5654
2001,3.1,253850,Electric,Manual,4423
2015,2.7,87318,Hybrid,Semi-Automatic,10553
2023,1.0,9186,Diesel,Semi-Automatic,11816
2004,3.8,276047,Diesel,Automatic,5079
2017,2.4,269121,Electric,Semi-Automatic,8217
2005,3.8,164618,Hybrid,Semi-Automatic,7107
2000,1.6,153107,Diesel,Manual,2637
2006,4.5,117365,Diesel,Manual,8052
2015,2.8,90840,Electric,Semi-Automatic,11583
2019,1.0,251842,Diesel,Semi-Automatic,5763
2012,3.5,61091,Electric,Manual,11978
2012,3.2,143095,Hybrid,Semi-Automatic,9038
2007,4.6,19822,Electric,Semi-Automatic,12403
2019,4.6,264195,Electric,Manual,11116
2002,1.7,55132,Petrol,Automatic,6797
2015,2.2,278368,Diesel,Manual,5232
2020,4.8,19112,Electric,Automatic,18017
2017,2.5,126925,Electric,Automatic,12661
2017,2.7,214761,Hybrid,Semi-Automatic,8604
2016,2.0,194057,Petrol,Semi-Automatic,7018
2006,2.0,213444,Hybrid,Manual,4631
2010,4.3,86587,Electric,Automatic,13168
2010,2.5,143446,Hybrid,Semi-Automatic,7731
2004,1.4,206740,Electric,Manual,4565
2005,3.3,210553,Petrol,Semi-Automatic,4688
2015,3.4,41604,Hybrid,Manual,12167
2014,4.4,118322,Petrol,Automatic,11833
2003,2.9,49535,Diesel,Semi-Automatic,6909
2002,3.4,120745,Hybrid,Automatic,8185
2012,1.4,115240,Diesel,Semi-Automatic,6795
2008,2.4,260803,Hybrid,Automatic,6183
2017,1.8,94503,Diesel,Semi-Automatic,9109
2010,2.9,265499,Petrol,Automatic,6190
2023,2.8,79464,Hybrid,Automatic,14710
2006,3.8,237087,Electric,Semi-Automatic,6958
2009,2.5,209820,Hybrid,Automatic,7603
2000,1.2,184243,Electric,Automatic,5115
2019,2.7,206570,Electric,Semi-Automatic,10368
2004,3.7,74760,Petrol,Automatic,9004
2008,2.9,223833,Electric,Manual,6923
2013,2.9,201867,Diesel,Semi-Automatic,6862
2017,2.0,292791,Hybrid,Semi-Automatic,6344
2022,3.9,271186,Electric,Automatic,12676
2022,1.7,295822,Diesel,Manual,6483
2019,2.0,50277,Petrol,Manual,10794
2000,2.9,136758,Diesel,Automatic,5764
2023,2.6,142580,Diesel,Automatic,12248
2017,4.8,198877,Hybrid,Manual,11022
2008,3.8,226997,Petrol,Semi-Automatic,5760
2012,4.3,255979,Diesel,Semi-Automatic,6880
2009,4.0,55776,Petrol,Automatic,11184
2011,3.2,125132,Diesel,Automatic,9597
2003,4.1,36867,Hybrid,Automatic,10862
2009,4.5,98504,Hybrid,Semi-Automatic,10329
2018,4.7,198938,Electric,Automatic,13721
2003,4.6,80305,Diesel,Manual,7993
2012,3.3,236234,Hybrid,Automatic,8775
2007,3.5,57469,Diesel,Automatic,10050
2020,3.1,175803,Diesel,Semi-Automatic,9683
2008,4.7,115077,Petrol,Manual,8898
2012,2.8,226494,Diesel,Manual,5970
2001,2.8,66602,Petrol,Automatic,7367
2012,1.2,2523,Petrol,Semi-Automatic,8849
2006,2.9,44270,Electric,Manual,9914
2011,3.6,155564,Diesel,Automatic,9388
2011,3.3,47252,Petrol,Manual,9754
2021,3.9,46069,Diesel,Automatic,14878
2023,3.4,71686,Electric,Manual,14966
2019,4.6,298171,Hybrid,Manual,9436
2012,2.3,274300,Diesel,Manual,4514
2009,1.5,116199,Electric,Manual,7976
2022,1.6,43615,Hybrid,Semi-Automatic,12427
2006,2.0,44802,Electric,Automatic,10503
2004,1.0,221278,Hybrid,Manual,2874
2009,1.1,235315,Petrol,Semi-Automatic,3193
2016,4.8,76022,Diesel,Semi-Automatic,12179
2006,2.7,16240,Petrol,Manual,8275
2007,4.4,217729,Diesel,Automatic,7745
2005,1.8,263796,Hybrid,Automatic,4624
2017,3.4,117752,Hybrid,Semi-Automatic,11244
2002,4.9,43827,Hybrid,Semi-Automatic,9723
2011,2.8,30456,Hybrid,Automatic,12090
2016,2.2,66533,Petrol,Manual,9769
2021,4.7,23265,Hybrid,Automatic,17134
2012,1.5,236484,Diesel,Automatic,5970
2014,3.2,34512,Petrol,Manual,10809
2002,2.2,142381,Petrol,Semi-Automatic,4052
2010,4.0,286604,Electric,Manual,7367
2020,4.8,108790,Hybrid,Manual,13724
2007,3.5,196570,Diesel,Automatic,7268
2001,2.4,37724,Electric,Automatic,9545
2003,3.4,212257,Petrol,Manual,4154
2002,2.7,287023,Diesel,Automatic,3159
2022,2.5,36802,Petrol,Automatic,13963
2022,1.2,204252,Electric,Manual,9814
2013,1.8,83824,Electric,Semi-Automatic,10123
2000,1.4,275230,Hybrid,Manual,2000
2021,4.6,12072,Electric,Semi-Automatic,16758
2012,1.5,273161,Petrol,Manual,3736
2006,3.1,189547,Petrol,Automatic,6709
2014,2.3,236942,Diesel,Automatic,7361
2020,2.2,170003,Electric,Automatic,12399
2021,2.7,72300,Diesel,Semi-Automatic,11654
2020,3.6,107321,Hybrid,Semi-Automatic,12553
2021,4.7,14924,Electric,Automatic,18301
2006,1.3,96152,Diesel,Manual,5276
2010,1.2,176673,Electric,Semi-Automatic,6766
2017,3.5,89607,Petrol,Manual,10907
2010,4.2,21962,Petrol,Manual,10860
2015,1.5,277787,Hybrid,Semi-Automatic,5544
2005,2.6,185366,Hybrid,Automatic,6992
2021,3.6,246760,Diesel,Semi-Automatic,9064
2010,4.5,141286,Diesel,Automatic,10274
2016,4.3,247270,Diesel,Automatic,9754
2022,3.3,11758,Petrol,Automatic,15264
2012,1.7,149550,Electric,Semi-Automatic,8409
2003,4.4,106352,Hybrid,Manual,8272
2014,2.7,87328,Electric,Manual,11253
2018,2.0,102798,Electric,Automatic,12944
2006,4.2,72222,Diesel,Automatic,10155
2013,1.9,190145,Diesel,Automatic,7597
2018,4.6,15033,Electric,Manual,15799
2020,4.5,257396,Electric,Automatic,12952
2016,2.4,227774,Diesel,Automatic,8244
2006,4.6,133079,Petrol,Semi-Automatic,7838
2012,4.8,212662,Diesel,Manual,8246
2020,1.3,232567,Hybrid,Semi-Automatic,7748
2003,4.0,288560,Petrol,Automatic,4728
2005,2.5,1907,Diesel,Semi-Automatic,8061
2016,2.6,203082,Petrol,Manual,7438
2002,3.2,8437,Electric,Semi-Automatic,9731
2004,3.0,265576,Diesel,Manual,2988
2021,2.3,152081,Electric,Manual,11658
2007,3.9,59761,Diesel,Manual,8904
2002,1.7,261866,Petrol,Automatic,2662
2013,1.6,294269,Petrol,Semi-Automatic,3714
2023,4.8,137191,Electric,Automatic,16556
2002,4.0,86374,Petrol,Manual,6972
2007,4.7,113957,Petrol,Manual,8620
2023,2.9,131448,Electric,Semi-Automatic,13271
2014,3.2,61057,Hybrid,Semi-Automatic,11278
2000,1.7,117433,Electric,Semi-Automatic,5451
2009,3.1,137931,Diesel,Manual,7141
2004,4.0,187692,Electric,Manual,7546
2014,3.6,197080,Electric,Semi-Automatic,9958
2003,2.2,181478,Electric,Automatic,7070
2010,1.4,90048,Diesel,Manual,6699
2013,1.7,92490,Petrol,Automatic,9350
2011,1.1,178300,Electric,Automatic,8434
2018,1.3,299270,Hybrid,Automatic,7314
2005,4.2,152296,Diesel,Manual,6754
2016,2.8,253986,Electric,Semi-Automatic,8620
2017,1.2,276224,Electric,Semi-Automatic,6875
2018,4.7,15328,Petrol,Semi-Automatic,13893
